Grant,Sponsored Program,Sponsored Class,Sp Class, May Expenses,,,
117011,90061044,690007,Recharge,$ 958.48,,,
117011,90061044,699999,Facilities & Admin C,"$ 2,016.27",,,
117011,90061045,630000,Supplies & Materials,$ 660.78,,,
117011,90061045,637000,Repairs & Maintenanc,$ 341.91,,,
117011,90061045,640102,Leased Facilities Ex,$ 529.08,,,
117011,90061045,640300,Contractual Services,$ 354.19,,,
117011,90061045,652100,Travel Foreign,$ 278.25,,,
117011,90061045,690007,Recharge,$ 216.42,,,
117011,90061045,699999,Facilities & Admin C,$ 388.83,,,
117011,90061046,637000,Repairs & Maintenanc,$ 38.45,,,
117011,90061046,652100,Travel Foreign,$ 609.25,,,
117011,90061046,690007,Recharge,$ 64.77,,,
117011,90061046,699999,Facilities & Admin C,$ 149.62,,,
117011,90061047,630000,Supplies & Materials,$ (425.53),,,
117011,90061047,637000,Repairs & Maintenanc,$ (245.77),,,
117011,90061047,640102,Leased Facilities Ex,$ (612.11),,,
117011,90061047,640300,Contractual Services,$ (80.73),,,
117011,90061047,641400,Telecommunications,$ 16.45,,,
117011,90061047,642500,Other Expenses,$ 59.26,,,
117011,90061047,652000,Travel Domestic,"$ (14,515.29)",,,
117011,90061047,652100,Travel Foreign,"$ (7,496.66)",,,
117011,90061047,690007,Recharge,"$ (2,330.04)",,,
117011,90061047,699999,Facilities & Admin C,"$ (5,253.84)",,,
117011,90061048,610000,Salaries & Wages,$ 88.82,,,
117011,90061048,620000,Fringe Benefits,$ 29.10,,,
117011,90061048,630000,Supplies & Materials,$ 63.99,,,
117011,90061048,637000,Repairs & Maintenanc,$ 2.04,,,
117011,90061048,640102,Leased Facilities Ex,$ 91.32,,,
117011,90061048,640300,Contractual Services,$ 8.50,,,
117011,90061048,641400,Telecommunications,$ 70.40,,,
117011,90061048,642500,Other Expenses,$ 51.46,,,
117011,90061048,652100,Travel Foreign,$ 129.86,,,
117011,90061048,690007,Recharge,$ 53.55,,,
117011,90061048,699999,Facilities & Admin C,$ 104.52,,,
117011,90061051,652100,Travel Foreign,$ 4.00,,,
117011,90061051,690007,Recharge,$ 0.40,,,
117011,90061051,699999,Facilities & Admin C,$ 0.93,,,
117011,90061052,610000,Salaries & Wages,"$ 1,887.96",,,
117011,90061052,620000,Fringe Benefits,$ 643.57,,,
117011,90061052,630000,Supplies & Materials,$ 71.38,,,
117011,90061052,637000,Repairs & Maintenanc,$ 42.96,,,
117011,90061052,640102,Leased Facilities Ex,$ (2.29),,,
117011,90061052,640300,Contractual Services,$ 573.39,,,
117011,90061052,641400,Telecommunications,$ 98.69,,,
117011,90061052,642500,Other Expenses,$ 157.36,,,
117011,90061052,652000,Travel Domestic,$ 13.98,,,
117011,90061052,652100,Travel Foreign,$ 125.29,,,
117011,90061052,690007,Recharge,$ 361.25,,,
117011,90061052,699999,Facilities & Admin C,$ 834.92,,,
117011,90061053,610000,Salaries & Wages,$ 903.10,,,
117011,90061053,620000,Fringe Benefits,$ 999.41,,,
117011,90061053,630000,Supplies & Materials,$ 53.41,,,
117011,90061053,637000,Repairs & Maintenanc,$ 53.67,,,
117011,90061053,640102,Leased Facilities Ex,$ 164.45,,,
117011,90061053,640300,Contractual Services,$ 642.67,,,
117011,90061053,641400,Telecommunications,$ 131.91,,,
117011,90061053,642500,Other Expenses,$ 195.15,,,
117011,90061053,652000,Travel Domestic,$ 31.04,,,
117011,90061053,652100,Travel Foreign,$ 244.93,,,
117011,90061053,690007,Recharge,$ 341.97,,,
117011,90061053,699999,Facilities & Admin C,$ 755.43,,,
117011,90061707,610000,Salaries & Wages,$ 419.41,,,
117011,90061707,612000,Administrative Salar,$ 161.17,,,
117011,90061707,620000,Fringe Benefits,$ 245.75,,,
117011,90061707,630000,Supplies & Materials,$ 7.19,,,
117011,90061707,640102,Leased Facilities Ex,$ 34.85,,,
117011,90061707,640300,Contractual Services,$ 998.80,,,
117011,90061707,641400,Telecommunications,$ 8.30,,,
117011,90061707,642500,Other Expenses,$ 37.84,,,
117011,90061707,643000,Other Expenses Exclu,$ (11.56),,,
117011,90061707,652000,Travel Domestic,"$ 1,858.65",,,
117011,90061707,652100,Travel Foreign,"$ 1,724.58",,,
117011,90061707,690007,Recharge,$ 548.49,,,
117011,90061707,699999,Facilities & Admin C,"$ 1,262.14",,,
117011,90061709,610000,Salaries & Wages,$ 685.08,,,
117011,90061709,612000,Administrative Salar,$ 655.66,,,
117011,90061709,620000,Fringe Benefits,$ 412.94,,,
117011,90061709,630000,Supplies & Materials,$ 25.84,,,
117011,90061709,652000,Travel Domestic,$ 21.00,,,
117011,90061709,652100,Travel Foreign,$ 77.35,,,
117011,90061709,690007,Recharge,$ 187.79,,,
117011,90061709,699999,Facilities & Admin C,$ 433.79,,,
117011,90061710,610000,Salaries & Wages,$ 176.78,,,
117011,90061710,620000,Fringe Benefits,$ 31.67,,,
117011,90061710,630000,Supplies & Materials,$ 4.43,,,
117011,90061710,637000,Repairs & Maintenanc,$ 0.30,,,
117011,90061710,640102,Leased Facilities Ex,$ 36.75,,,
117011,90061710,640300,Contractual Services,$ 2.10,,,
117011,90061710,641400,Telecommunications,$ 7.90,,,
117011,90061710,642500,Other Expenses,$ 0.59,,,
117011,90061710,643000,Other Expenses Exclu,$ (1.28),,,
117011,90061710,652100,Travel Foreign,$ 3.28,,,
117011,90061710,690007,Recharge,$ 26.26,,,
117011,90061710,699999,Facilities & Admin C,$ 53.19,,,
117011,90061718,640300,Contractual Services,$ 775.00,,,
117011,90061718,690007,Recharge,$ 77.50,,,
117011,90061718,699999,Facilities & Admin C,$ 179.03,,,
117011,90065712,610000,Salaries & Wages,"$ 6,103.69",,,
117011,90065712,620000,Fringe Benefits,"$ 1,176.74",,,
117011,90065712,630000,Supplies & Materials,$ 89.07,,,
117011,90065712,637000,Repairs & Maintenanc,$ 51.47,,,
117011,90065712,640102,Leased Facilities Ex,$ (661.61),,,
117011,90065712,640300,Contractual Services,$ 691.97,,,
117011,90065712,641400,Telecommunications,$ 140.70,,,
117011,90065712,642500,Other Expenses,$ 194.88,,,
117011,90065712,652000,Travel Domestic,$ 13.98,,,
117011,90065712,652100,Travel Foreign,$ 143.08,,,
117011,90065712,690007,Recharge,$ 794.41,,,
117011,90065712,699999,Facilities & Admin C,"$ 1,974.00",,,
117011,90065713,610000,Salaries & Wages,$ 334.82,,,
117011,90065713,620000,Fringe Benefits,$ 370.52,,,
117011,90065713,630000,Supplies & Materials,$ 19.80,,,
117011,90065713,637000,Repairs & Maintenanc,$ 19.90,,,
117011,90065713,640102,Leased Facilities Ex,$ (140.90),,,
117011,90065713,640300,Contractual Services,$ 238.27,,,
117011,90065713,641400,Telecommunications,$ 48.90,,,
117011,90065713,642500,Other Expenses,$ 72.66,,,
117011,90065713,652000,Travel Domestic,$ 11.51,,,
117011,90065713,652100,Travel Foreign,$ 91.61,,,
117011,90065713,690007,Recharge,$ 106.72,,,
117011,90065713,699999,Facilities & Admin C,$ 276.08,,,
117011,90065714,610000,Salaries & Wages,"$ 2,110.51",,,
117011,90065714,620000,Fringe Benefits,$ 488.59,,,
117011,90065714,630000,Supplies & Materials,$ 65.80,,,
117011,90065714,637000,Repairs & Maintenanc,$ 34.74,,,
117011,90065714,640102,Leased Facilities Ex,$ 208.09,,,
117011,90065714,640300,Contractual Services,$ 345.43,,,
117011,90065714,641400,Telecommunications,$ 139.73,,,
117011,90065714,642500,Other Expenses,$ 22.06,,,
117011,90065714,652100,Travel Foreign,$ 22.54,,,
117011,90065714,690007,Recharge,$ 343.75,,,
117011,90065714,699999,Facilities & Admin C,$ 750.36,,,
117011,90065716,610000,Salaries & Wages,$ 254.54,,,
117011,90065716,612000,Administrative Salar,"$ 1,571.64",,,
117011,90065716,620000,Fringe Benefits,$ 620.89,,,
117011,90065716,690007,Recharge,$ 244.71,,,
117011,90065716,699999,Facilities & Admin C,$ 565.27,,,
117011,90066226,610000,Salaries & Wages,$ 388.70,,,
117011,90066226,620000,Fringe Benefits,$ 152.84,,,
117011,90066226,630000,Supplies & Materials,"$ 1,056.12",,,
117011,90066226,640102,Leased Facilities Ex,$ 273.20,,,
117011,90066226,640300,Contractual Services,$ 452.48,,,
117011,90066226,641400,Telecommunications,$ 10.66,,,
117011,90066226,642500,Other Expenses,$ 660.68,,,
117011,90066226,643000,Other Expenses Exclu,$ (21.73),,,
117011,90066226,652000,Travel Domestic,"$ 1,217.17",,,
117011,90066226,652100,Travel Foreign,$ 727.24,,,
117011,90066226,690007,Recharge,$ 491.74,,,
117011,90066226,699999,Facilities & Admin C,"$ 1,083.10",,,
117011,90067181,610000,Salaries & Wages,$ (724.43),,,
117011,90067181,620000,Fringe Benefits,$ (246.31),,,
117011,90067181,690007,Recharge,$ (97.07),,,
117011,90067181,699999,Facilities & Admin C,$ (224.24),,,
117011,90067527,610000,Salaries & Wages,$ (26.98),,,
117011,90067527,612000,Administrative Salar,$ 231.00,,,
117011,90067527,620000,Fringe Benefits,$ 69.37,,,
117011,90067527,640300,Contractual Services,$ 27.13,,,
117011,90067527,643000,Other Expenses Exclu,$ 6.61,,,
117011,90067527,690007,Recharge,$ 30.71,,,
117011,90067527,699999,Facilities & Admin C,$ 69.56,,,
117011,90067528,610000,Salaries & Wages,"$ (1,500.37)",,,
117011,90067528,641400,Telecommunications,$ (666.75),,,
117011,90067528,642500,Other Expenses,$ (772.50),,,
117011,90067528,690007,Recharge,$ (293.96),,,
117011,90067528,699999,Facilities & Admin C,$ (679.05),,,
117011,90067830,610000,Salaries & Wages,"$ 3,700.08",,,
117011,90067830,620000,Fringe Benefits,$ 929.77,,,
117011,90067830,690007,Recharge,$ 462.98,,,
117011,90067830,699999,Facilities & Admin C,"$ 1,069.49",,,
117011,90068402,652100,Travel Foreign,$ 442.50,,,
117011,90068402,690007,Recharge,$ 44.25,,,
117011,90068402,699999,Facilities & Admin C,$ 102.22,,,
117011,90068630,610000,Salaries & Wages,$ 727.39,,,
117011,90068630,620000,Fringe Benefits,$ 39.08,,,
117011,90068630,640300,Contractual Services,$ 0.75,,,
117011,90068630,690007,Recharge,$ 76.72,,,
117011,90068630,699999,Facilities & Admin C,$ 177.23,,,
117011,90068631,610000,Salaries & Wages,"$ 1,551.77",,,
117011,90068631,620000,Fringe Benefits,$ 83.38,,,
117011,90068631,640300,Contractual Services,$ 1.60,,,
117011,90068631,690007,Recharge,$ 163.68,,,
117011,90068631,699999,Facilities & Admin C,$ 378.09,,,
117011,90068632,610000,Salaries & Wages,$ 145.48,,,
117011,90068632,620000,Fringe Benefits,$ 7.82,,,
117011,90068632,640300,Contractual Services,$ 0.15,,,
117011,90068632,690007,Recharge,$ 15.35,,,
117011,90068632,699999,Facilities & Admin C,$ 35.45,,,
117011,90068633,610000,Salaries & Wages,"$ (1,065.99)",,,
117011,90068633,612000,Administrative Salar,$ 651.03,,,
117011,90068633,620000,Fringe Benefits,$ (141.08),,,
117011,90068633,652100,Travel Foreign,$ 355.69,,,
117011,90068633,690007,Recharge,$ (20.03),,,
117011,90068633,699999,Facilities & Admin C,$ (46.28),,,
117011,90068634,610000,Salaries & Wages,"$ 2,694.60",,,
117011,90068634,612000,Administrative Salar,"$ 2,568.45",,,
117011,90068634,620000,Fringe Benefits,"$ 1,417.98",,,
117011,90068634,642500,Other Expenses,$ 34.06,,,
117011,90068634,643000,Other Expenses Exclu,$ 361.09,,,
117011,90068634,652000,Travel Domestic,$ 47.17,,,
117011,90068634,652100,Travel Foreign,$ 626.46,,,
117011,90068634,690007,Recharge,$ 781.70,,,
117011,90068634,691500,Service Center,$ 67.13,,,
117011,90068634,699999,Facilities & Admin C,"$ 1,729.89",,,
117011,90069055,610000,Salaries & Wages,$ 178.80,,,
117011,90069055,612000,Administrative Salar,$ 352.99,,,
117011,90069055,620000,Fringe Benefits,$ 180.80,,,
117011,90069055,690007,Recharge,$ 71.26,,,
117011,90069055,699999,Facilities & Admin C,$ 164.61,,,
117011,90069432,610000,Salaries & Wages,"$ 1,015.22",,,
117011,90069432,612000,Administrative Salar,"$ 1,868.42",,,
117011,90069432,620000,Fringe Benefits,$ 980.44,,,
117011,90069432,690007,Recharge,$ 386.41,,,
117011,90069432,699999,Facilities & Admin C,$ 892.60,,,
117011,90069433,610000,Salaries & Wages,"$ 11,046.27",,,
117011,90069433,620000,Fringe Benefits,"$ 2,583.86",,,
117011,90069433,630000,Supplies & Materials,$ 829.99,,,
117011,90069433,637000,Repairs & Maintenanc,$ 296.88,,,
117011,90069433,640102,Leased Facilities Ex,"$ 1,199.82",,,
117011,90069433,640300,Contractual Services,"$ 1,281.15",,,
117011,90069433,641400,Telecommunications,$ 381.56,,,
117011,90069433,642500,Other Expenses,$ 292.30,,,
117011,90069433,643000,Other Expenses Exclu,$ 619.49,,,
117011,90069433,652000,Travel Domestic,"$ 1,306.66",,,
117011,90069433,652100,Travel Foreign,"$ 2,738.14",,,
117011,90069433,690007,Recharge,"$ 2,257.62",,,
117011,90069433,699999,Facilities & Admin C,"$ 4,833.03",,,
117011,90069861,610000,Salaries & Wages,$ 991.73,,,
117011,90069861,620000,Fringe Benefits,$ 184.61,,,
117011,90069861,630000,Supplies & Materials,$ 206.72,,,
117011,90069861,640300,Contractual Services,$ 344.08,,,
117011,90069861,641400,Telecommunications,$ 9.12,,,
117011,90069861,652000,Travel Domestic,$ 11.39,,,
117011,90069861,690007,Recharge,$ 174.77,,,
117011,90069861,699999,Facilities & Admin C,$ 403.71,,,
117011,90070729,610000,Salaries & Wages,$ 34.25,,,
117011,90070729,620000,Fringe Benefits,$ 10.18,,,
117011,90070729,630000,Supplies & Materials,$ 7.71,,,
117011,90070729,637000,Repairs & Maintenanc,$ 5.40,,,
117011,90070729,640300,Contractual Services,"$ 1,665.45",,,
117011,90070729,641400,Telecommunications,$ 2.82,,,
117011,90070729,642500,Other Expenses,$ 1.69,,,
117011,90070729,652100,Travel Foreign,$ 290.00,,,
117011,90070729,690007,Recharge,$ 201.75,,,
117011,90070729,699999,Facilities & Admin C,$ 466.05,,,
117011,90070730,610000,Salaries & Wages,"$ 5,680.36",,,
117011,90070730,620000,Fringe Benefits,"$ 2,191.33",,,
117011,90070730,630000,Supplies & Materials,$ 229.59,,,
117011,90070730,637000,Repairs & Maintenanc,$ 244.42,,,
117011,90070730,640102,Leased Facilities Ex,$ 377.43,,,
117011,90070730,640300,Contractual Services,$ 182.75,,,
117011,90070730,641400,Telecommunications,$ 170.71,,,
117011,90070730,642500,Other Expenses,$ 243.96,,,
117011,90070730,643000,Other Expenses Exclu,$ 810.26,,,
117011,90070730,652000,Travel Domestic,"$ 6,211.50",,,
117011,90070730,652100,Travel Foreign,"$ 1,694.85",,,
117011,90070730,690007,Recharge,"$ 1,803.71",,,
117011,90070730,699999,Facilities & Admin C,"$ 3,917.18",,,
117011,90070731,610000,Salaries & Wages,$ 582.91,,,
117011,90070731,612000,Administrative Salar,$ 475.61,,,
117011,90070731,620000,Fringe Benefits,$ 359.88,,,
117011,90070731,690007,Recharge,$ 141.83,,,
117011,90070731,699999,Facilities & Admin C,$ 327.66,,,
117011,90071080,612000,Administrative Salar,$ (190.00),,,
117011,90071080,620000,Fringe Benefits,$ (64.60),,,
117011,90071080,690007,Recharge,$ (25.46),,,
117011,90071080,699999,Facilities & Admin C,$ (58.82),,,
117011,90071253,610000,Salaries & Wages,$ 528.09,,,
117011,90071253,612000,Administrative Salar,$ 199.61,,,
117011,90071253,620000,Fringe Benefits,$ 247.41,,,
117011,90071253,690007,Recharge,$ 97.51,,,
117011,90071253,699999,Facilities & Admin C,$ 225.25,,,
117011,90071953,610000,Salaries & Wages,$ (150.19),,,
117011,90071953,620000,Fringe Benefits,$ (83.40),,,
117011,90071953,630000,Supplies & Materials,$ (30.22),,,
117011,90071953,640300,Contractual Services,$ 246.05,,,
117011,90071953,652100,Travel Foreign,$ 104.24,,,
117011,90071953,690007,Recharge,$ 8.65,,,
117011,90071953,699999,Facilities & Admin C,$ 19.98,,,
117011,90071954,610000,Salaries & Wages,$ (50.06),,,
117011,90071954,620000,Fringe Benefits,$ (27.80),,,
117011,90071954,630000,Supplies & Materials,$ (32.25),,,
117011,90071954,640300,Contractual Services,$ 315.21,,,
117011,90071954,642500,Other Expenses,$ 0.47,,,
117011,90071954,643000,Other Expenses Exclu,$ 27.54,,,
117011,90071954,652000,Travel Domestic,$ 9.70,,,
117011,90071954,652100,Travel Foreign,$ 160.78,,,
117011,90071954,690007,Recharge,$ 40.36,,,
117011,90071954,699999,Facilities & Admin C,$ 87.45,,,
117011,90071955,610000,Salaries & Wages,$ 474.79,,,
117011,90071955,612000,Administrative Salar,$ 41.07,,,
117011,90071955,620000,Fringe Benefits,$ 175.39,,,
117011,90071955,640300,Contractual Services,"$ 2,987.50",,,
117011,90071955,690007,Recharge,$ 367.88,,,
117011,90071955,699999,Facilities & Admin C,$ 849.79,,,
117011,90073221,610000,Salaries & Wages,$ 965.19,,,
117011,90073221,612000,Administrative Salar,$ 145.83,,,
117011,90073221,620000,Fringe Benefits,$ 377.75,,,
117011,90073221,642500,Other Expenses,$ 12.50,,,
117011,90073221,643000,Other Expenses Exclu,$ 25.00,,,
117011,90073221,652000,Travel Domestic,$ 10.26,,,
117011,90073221,652100,Travel Foreign,$ 16.19,,,
117011,90073221,690007,Recharge,$ 155.28,,,
117011,90073221,699999,Facilities & Admin C,$ 353.43,,,
117011,90073222,610000,Salaries & Wages,"$ 14,160.85",,,
117011,90073222,620000,Fringe Benefits,"$ 2,736.17",,,
117011,90073222,630000,Supplies & Materials,$ 754.25,,,
117011,90073222,637000,Repairs & Maintenanc,"$ 1,929.25",,,
117011,90073222,640102,Leased Facilities Ex,"$ 4,616.67",,,
117011,90073222,640300,Contractual Services,"$ 1,295.18",,,
117011,90073222,641400,Telecommunications,"$ 1,455.08",,,
117011,90073222,642500,Other Expenses,$ 857.67,,,
117011,90073222,652000,Travel Domestic,"$ 5,072.08",,,
117011,90073222,652100,Travel Foreign,"$ 2,714.55",,,
117011,90073222,690007,Recharge,"$ 3,559.18",,,
117011,90073222,699999,Facilities & Admin C,"$ 7,252.19",,,
117011,90073893,630000,Supplies & Materials,$ 1.33,,,
117011,90073893,637000,Repairs & Maintenanc,$ 2.15,,,
117011,90073893,690007,Recharge,$ 0.35,,,
117011,90073893,699999,Facilities & Admin C,$ 0.80,,,
117011,90074991,610000,Salaries & Wages,"$ 2,678.28",,,
117011,90074991,620000,Fringe Benefits,$ 472.98,,,
117011,90074991,630000,Supplies & Materials,$ 14.28,,,
117011,90074991,637000,Repairs & Maintenanc,$ 36.84,,,
117011,90074991,640300,Contractual Services,$ 649.93,,,
117011,90074991,641400,Telecommunications,$ 25.62,,,
117011,90074991,642500,Other Expenses,$ 8.06,,,
117011,90074991,643000,Other Expenses Exclu,$ (4.47),,,
117011,90074991,652100,Travel Foreign,$ 108.11,,,
117011,90074991,690007,Recharge,$ 398.97,,,
117011,90074991,699999,Facilities & Admin C,$ 922.54,,,
117011,90074992,610000,Salaries & Wages,$ 310.97,,,
117011,90074992,612000,Administrative Salar,"$ 1,688.81",,,
117011,90074992,620000,Fringe Benefits,$ 679.92,,,
117011,90074992,690007,Recharge,$ 267.98,,,
117011,90074992,699999,Facilities & Admin C,$ 619.02,,,
117011,90075986,610000,Salaries & Wages,"$ 15,102.44",,,
117011,90075986,620000,Fringe Benefits,"$ 2,686.56",,,
117011,90075986,630000,Supplies & Materials,$ 273.38,,,
117011,90075986,637000,Repairs & Maintenanc,$ 62.20,,,
117011,90075986,640102,Leased Facilities Ex,$ 93.19,,,
117011,90075986,640300,Contractual Services,"$ 1,348.68",,,
117011,90075986,641400,Telecommunications,$ 39.70,,,
117011,90075986,642500,Other Expenses,"$ 1,048.73",,,
117011,90075986,643000,Other Expenses Exclu,$ (9.66),,,
117011,90075986,652000,Travel Domestic,$ 107.89,,,
117011,90075986,652100,Travel Foreign,"$ 7,815.21",,,
117011,90075986,690007,Recharge,"$ 2,856.84",,,
117011,90075986,699999,Facilities & Admin C,"$ 6,581.75",,,
117011,90076093,640300,Contractual Services,$ (775.00),,,
117011,90076093,641400,Telecommunications,$ 47.79,,,
117011,90076093,690007,Recharge,$ (72.72),,,
117011,90076093,699999,Facilities & Admin C,$ (167.99),,,
117011,90076094,610000,Salaries & Wages,$ 108.27,,,
117011,90076094,612000,Administrative Salar,$ 134.69,,,
117011,90076094,620000,Fringe Benefits,$ 82.61,,,
117011,90076094,690007,Recharge,$ 32.55,,,
117011,90076094,699999,Facilities & Admin C,$ 75.20,,,
117011,90076095,610000,Salaries & Wages,"$ (3,544.21)",,,
117011,90076095,620000,Fringe Benefits,"$ (3,690.79)",,,
117011,90076095,630000,Supplies & Materials,$ (193.48),,,
117011,90076095,637000,Repairs & Maintenanc,$ (194.43),,,
117011,90076095,640102,Leased Facilities Ex,"$ (1,383.06)",,,
117011,90076095,640300,Contractual Services,"$ (2,328.24)",,,
117011,90076095,641400,Telecommunications,$ (476.32),,,
117011,90076095,642500,Other Expenses,$ (705.35),,,
117011,90076095,652000,Travel Domestic,$ (112.43),,,
117011,90076095,652100,Travel Foreign,$ (885.33),,,
117011,90076095,690007,Recharge,"$ (1,351.37)",,,
