Grant,Sponsored Program,Sponsored Class number,sponsored class name,Total Revenue or Expense
117011,90059184,652100,Travel Foreign,"$ 3,250.99"
117011,90059184,690007,Recharge,"$ 3,064.36"
117011,90059184,699999,Facilities & Admin C,"$ 7,652.36"
117011,90059185,652000,Travel Domestic,$ 9.86
117011,90059185,690007,Recharge,$ (0.29)
117011,90059185,699999,Facilities & Admin C,$ 2.01
117011,90059193,690007,Recharge,$ 0.00
117011,90059193,699999,Facilities & Admin C,$ 0.00
117011,90059195,610000,Salaries & Wages,"$ (1,215.43)"
117011,90059195,612000,Administrative Salar,$ (29.76)
117011,90059195,620000,Fringe Benefits,$ (423.39)
117011,90059195,640102,Leased Facilities Ex,$ 11.13
117011,90059195,640300,Contractual Services,$ 150.79
117011,90059195,652000,Travel Domestic,$ 46.19
117011,90059195,652100,Travel Foreign,$ 42.61
117011,90059195,690007,Recharge,$ (200.20)
117011,90059195,699999,Facilities & Admin C,$ (342.14)
117011,90059196,620000,Fringe Benefits,$ 661.17
117011,90059196,640300,Contractual Services,"$ 2,107.74"
117011,90059196,652100,Travel Foreign,$ 162.50
117011,90059196,690007,Recharge,$ 99.69
117011,90059196,699999,Facilities & Admin C,$ 636.53
117011,90059197,610000,Salaries & Wages,"$ 10,776.72"
117011,90059197,612000,Administrative Salar,"$ (2,405.92)"
117011,90059197,620000,Fringe Benefits,"$ 2,186.29"
117011,90059197,642500,Other Expenses,$ 143.44
117011,90059197,652100,Travel Foreign,$ 213.84
117011,90059197,690007,Recharge,$ 792.31
117011,90059197,699999,Facilities & Admin C,"$ 2,458.42"
117011,90059198,610000,Salaries & Wages,"$ 10,071.81"
117011,90059198,620000,Fringe Benefits,"$ 2,005.29"
117011,90059198,630000,Supplies & Materials,"$ 3,615.93"
117011,90059198,637000,Repairs & Maintenanc,$ 29.62
117011,90059198,640102,Leased Facilities Ex,"$ 1,310.13"
117011,90059198,640300,Contractual Services,"$ 1,206.52"
117011,90059198,641400,Telecommunications,$ 361.06
117011,90059198,642500,Other Expenses,"$ 1,494.55"
117011,90059198,643000,Other Expenses Exclu,$ 340.28
117011,90059198,652000,Travel Domestic,$ 145.41
117011,90059198,652100,Travel Foreign,"$ 1,900.38"
117011,90059198,690007,Recharge,"$ 1,830.92"
117011,90059198,699999,Facilities & Admin C,"$ 4,758.90"
117011,90059199,610000,Salaries & Wages,"$ 11,478.83"
117011,90059199,612000,Administrative Salar,"$ 3,155.18"
117011,90059199,620000,Fringe Benefits,"$ 4,724.21"
117011,90059199,630000,Supplies & Materials,$ 1.44
117011,90059199,640300,Contractual Services,$ 11.62
117011,90059199,642500,Other Expenses,$ 20.10
117011,90059199,652000,Travel Domestic,$ 5.63
117011,90059199,652100,Travel Foreign,"$ 1,468.51"
117011,90059199,690007,Recharge,"$ 1,936.28"
117011,90059199,699999,Facilities & Admin C,"$ 4,788.36"
117011,90059200,610000,Salaries & Wages,$ 481.25
117011,90059200,620000,Fringe Benefits,$ 180.68
117011,90059200,630000,Supplies & Materials,$ 3.77
117011,90059200,637000,Repairs & Maintenanc,$ 2.99
117011,90059200,640300,Contractual Services,"$ 3,150.65"
117011,90059200,641400,Telecommunications,$ 9.19
117011,90059200,642500,Other Expenses,$ 10.96
117011,90059200,690007,Recharge,$ 356.12
117011,90059200,699999,Facilities & Admin C,$ 881.07
117011,90059201,610000,Salaries & Wages,"$ 5,836.01"
117011,90059201,612000,Administrative Salar,"$ 4,607.34"
117011,90059201,620000,Fringe Benefits,"$ 3,550.78"
117011,90059201,630000,Supplies & Materials,$ 6.08
117011,90059201,640300,Contractual Services,$ 2.80
117011,90059201,641400,Telecommunications,$ 21.88
117011,90059201,642500,Other Expenses,$ 301.68
117011,90059201,652000,Travel Domestic,$ 595.42
117011,90059201,652100,Travel Foreign,"$ 7,732.74"
117011,90059201,690007,Recharge,"$ 2,121.66"
117011,90059201,699999,Facilities & Admin C,"$ 5,203.02"
117011,90059202,610000,Salaries & Wages,"$ 87,358.64"
117011,90059202,620000,Fringe Benefits,"$ 15,435.39"
117011,90059202,630000,Supplies & Materials,"$ 1,369.80"
117011,90059202,637000,Repairs & Maintenanc,$ 842.18
117011,90059202,640102,Leased Facilities Ex,"$ 5,183.76"
117011,90059202,640300,Contractual Services,"$ 19,069.31"
117011,90059202,641400,Telecommunications,$ 298.51
117011,90059202,642500,Other Expenses,"$ 2,037.77"
117011,90059202,643000,Other Expenses Exclu,$ (81.64)
117011,90059202,652000,Travel Domestic,$ 234.75
117011,90059202,652100,Travel Foreign,"$ 23,237.70"
117011,90059202,690007,Recharge,"$ 14,193.19"
117011,90059202,699999,Facilities & Admin C,"$ 34,456.22"
117011,90059203,610000,Salaries & Wages,"$ 2,654.63"
117011,90059203,612000,Administrative Salar,$ 489.87
117011,90059203,620000,Fringe Benefits,$ 810.38
117011,90059203,640300,Contractual Services,$ 27.70
117011,90059203,642500,Other Expenses,$ 357.50
117011,90059203,652000,Travel Domestic,$ 879.04
117011,90059203,652100,Travel Foreign,$ 661.14
117011,90059203,690007,Recharge,$ 474.14
117011,90059203,691500,Service Center,$ 526.88
117011,90059203,699999,Facilities & Admin C,"$ 1,445.07"
117011,90059204,610000,Salaries & Wages,"$ 20,062.46"
117011,90059204,620000,Fringe Benefits,"$ 8,094.66"
117011,90059204,630000,Supplies & Materials,"$ 5,534.74"
117011,90059204,637000,Repairs & Maintenanc,"$ 1,023.16"
117011,90059204,640102,Leased Facilities Ex,"$ 8,309.23"
117011,90059204,640300,Contractual Services,"$ 8,349.23"
117011,90059204,641400,Telecommunications,$ 943.94
117011,90059204,642500,Other Expenses,$ 144.11
117011,90059204,643000,Other Expenses Exclu,$ (145.91)
117011,90059204,652000,Travel Domestic,"$ 13,970.82"
117011,90059204,652100,Travel Foreign,"$ 5,944.13"
117011,90059204,690007,Recharge,"$ 5,850.06"
117011,90059204,699999,Facilities & Admin C,"$ 14,682.63"
117011,90059225,610000,Salaries & Wages,"$ 42,041.55"
117011,90059225,612000,Administrative Salar,"$ 3,046.80"
117011,90059225,620000,Fringe Benefits,"$ 13,858.02"
117011,90059225,630000,Supplies & Materials,"$ 1,620.74"
117011,90059225,640300,Contractual Services,"$ 2,684.40"
117011,90059225,642500,Other Expenses,$ 237.87
117011,90059225,652000,Travel Domestic,$ 581.55
117011,90059225,652100,Travel Foreign,"$ 4,358.15"
117011,90059225,690007,Recharge,"$ 6,092.22"
117011,90059225,699999,Facilities & Admin C,"$ 15,649.48"
117011,90059226,610000,Salaries & Wages,"$ 135,626.63"
117011,90059226,620000,Fringe Benefits,"$ 33,304.29"
117011,90059226,630000,Supplies & Materials,"$ 1,490.13"
117011,90059226,637000,Repairs & Maintenanc,"$ 1,278.62"
117011,90059226,640102,Leased Facilities Ex,"$ 5,798.24"
117011,90059226,640300,Contractual Services,"$ 29,824.01"
117011,90059226,641400,Telecommunications,"$ 3,033.52"
117011,90059226,642500,Other Expenses,"$ 17,958.11"
117011,90059226,643000,Other Expenses Exclu,"$ (1,945.50)"
117011,90059226,652000,Travel Domestic,"$ 6,858.34"
117011,90059226,652100,Travel Foreign,"$ 15,479.84"
117011,90059226,690007,Recharge,"$ 22,554.59"
117011,90059226,699999,Facilities & Admin C,"$ 56,155.71"
117011,90060672,610000,Salaries & Wages,"$ 5,490.64"
117011,90060672,612000,Administrative Salar,$ (129.41)
117011,90060672,620000,Fringe Benefits,"$ 1,342.36"
117011,90060672,640300,Contractual Services,$ 197.50
117011,90060672,642500,Other Expenses,$ (41.35)
117011,90060672,652000,Travel Domestic,"$ 3,156.32"
117011,90060672,652100,Travel Foreign,$ 263.75
117011,90060672,690007,Recharge,$ 647.48
117011,90060672,691500,Service Center,$ 62.50
117011,90060672,699999,Facilities & Admin C,"$ 2,307.85"
117011,90060673,610000,Salaries & Wages,"$ 3,460.80"
117011,90060673,620000,Fringe Benefits,"$ 1,421.42"
117011,90060673,630000,Supplies & Materials,$ 42.27
117011,90060673,641400,Telecommunications,$ (0.00)
117011,90060673,643000,Other Expenses Exclu,$ 1.66
117011,90060673,652000,Travel Domestic,"$ 1,613.60"
117011,90060673,690007,Recharge,$ 294.94
117011,90060673,699999,Facilities & Admin C,"$ 1,434.94"
117011,90061012,690007,Recharge,$ (3.65)
117011,90061012,699999,Facilities & Admin C,$ (0.77)
117011,90061013,690007,Recharge,$ 0.17
117011,90061013,699999,Facilities & Admin C,$ 0.04
117011,90061014,690007,Recharge,$ 0.11
117011,90061014,699999,Facilities & Admin C,$ 0.02
117011,90061015,690007,Recharge,$ 0.06
117011,90061015,699999,Facilities & Admin C,$ 0.01
117011,90061016,690007,Recharge,$ 0.11
117011,90061016,699999,Facilities & Admin C,$ 0.02
117011,90061017,690007,Recharge,$ 0.79
117011,90061017,699999,Facilities & Admin C,$ 0.17
117011,90061018,690007,Recharge,$ 0.19
117011,90061018,699999,Facilities & Admin C,$ 0.04
117011,90061019,690007,Recharge,$ 0.41
117011,90061019,699999,Facilities & Admin C,$ 0.09
117011,90061020,690007,Recharge,$ 0.11
117011,90061020,699999,Facilities & Admin C,$ 0.02
117011,90061021,690007,Recharge,$ 1.32
117011,90061021,699999,Facilities & Admin C,$ 0.28
117011,90061022,610000,Salaries & Wages,"$ 20,723.08"
117011,90061022,620000,Fringe Benefits,"$ 9,178.73"
117011,90061022,630000,Supplies & Materials,"$ 2,375.83"
117011,90061022,637000,Repairs & Maintenanc,$ 977.04
117011,90061022,640102,Leased Facilities Ex,"$ 1,883.00"
117011,90061022,640300,Contractual Services,"$ 13,058.87"
117011,90061022,641400,Telecommunications,$ 838.72
117011,90061022,642500,Other Expenses,"$ 2,717.64"
117011,90061022,643000,Other Expenses Exclu,$ (608.92)
117011,90061022,652000,Travel Domestic,"$ 4,363.84"
117011,90061022,652100,Travel Foreign,"$ 6,781.58"
117011,90061022,690007,Recharge,"$ 5,274.18"
117011,90061022,699999,Facilities & Admin C,"$ 13,920.80"
117011,90061026,610000,Salaries & Wages,$ 928.93
117011,90061026,620000,Fringe Benefits,$ 420.15
117011,90061026,630000,Supplies & Materials,$ 22.47
117011,90061026,637000,Repairs & Maintenanc,$ 10.42
117011,90061026,640102,Leased Facilities Ex,$ 26.80
117011,90061026,640300,Contractual Services,$ 11.04
117011,90061026,641400,Telecommunications,$ 25.30
117011,90061026,642500,Other Expenses,$ 195.75
117011,90061026,643000,Other Expenses Exclu,$ (44.64)
117011,90061026,652000,Travel Domestic,$ 908.33
117011,90061026,652100,Travel Foreign,$ 6.70
117011,90061026,690007,Recharge,$ 251.12
117011,90061026,699999,Facilities & Admin C,$ 583.85
117011,90061029,630000,Supplies & Materials,"$ 1,493.54"
117011,90061029,637000,Repairs & Maintenanc,$ 64.54
117011,90061029,640300,Contractual Services,$ 828.88
117011,90061029,641400,Telecommunications,$ 4.23
117011,90061029,642500,Other Expenses,$ 1.65
117011,90061029,643000,Other Expenses Exclu,$ (3.48)
117011,90061029,652100,Travel Foreign,$ 13.18
117011,90061029,690007,Recharge,$ (65.14)
117011,90061029,699999,Facilities & Admin C,$ 491.58
117011,90061030,690007,Recharge,$ (0.11)
117011,90061030,699999,Facilities & Admin C,$ (0.02)
117011,90061031,610000,Salaries & Wages,$ 338.02
117011,90061031,612000,Administrative Salar,"$ 1,436.38"
117011,90061031,620000,Fringe Benefits,$ 603.31
117011,90061031,652000,Travel Domestic,$ 3.05
117011,90061031,690007,Recharge,$ 191.04
117011,90061031,699999,Facilities & Admin C,$ 540.09
117011,90061038,690007,Recharge,$ (5.83)
117011,90061038,699999,Facilities & Admin C,$ (1.23)
117011,90061039,690007,Recharge,$ (23.63)
117011,90061039,699999,Facilities & Admin C,$ (4.96)
117011,90061040,610000,Salaries & Wages,"$ 10,873.81"
117011,90061040,620000,Fringe Benefits,"$ 4,423.84"
117011,90061040,630000,Supplies & Materials,$ 549.13
117011,90061040,637000,Repairs & Maintenanc,$ 59.04
117011,90061040,640300,Contractual Services,$ 588.47
117011,90061040,641400,Telecommunications,$ 68.37
117011,90061040,652000,Travel Domestic,"$ 1,953.98"
117011,90061040,652100,Travel Foreign,$ 99.08
117011,90061040,690007,Recharge,"$ 1,610.02"
117011,90061040,699999,Facilities & Admin C,"$ 4,247.40"
117011,90061042,610000,Salaries & Wages,"$ 8,852.22"
117011,90061042,612000,Administrative Salar,"$ 2,989.71"
117011,90061042,620000,Fringe Benefits,"$ 3,667.77"
117011,90061042,630000,Supplies & Materials,$ 145.49
117011,90061042,640102,Leased Facilities Ex,$ 116.84
117011,90061042,640300,Contractual Services,$ 127.14
117011,90061042,642500,Other Expenses,"$ 3,518.36"
117011,90061042,652000,Travel Domestic,$ 361.72
117011,90061042,652100,Travel Foreign,"$ 1,193.14"
117011,90061042,690007,Recharge,"$ 1,878.56"
117011,90061042,699999,Facilities & Admin C,"$ 4,774.15"
117011,90061043,610000,Salaries & Wages,"$ 22,140.38"
117011,90061043,612000,Administrative Salar,"$ (3,687.50)"
117011,90061043,620000,Fringe Benefits,"$ 5,984.44"
117011,90061043,630000,Supplies & Materials,"$ 1,966.92"
117011,90061043,637000,Repairs & Maintenanc,$ 213.58
117011,90061043,640102,Leased Facilities Ex,"$ 2,880.75"
117011,90061043,640300,Contractual Services,"$ 1,669.20"
117011,90061043,641400,Telecommunications,"$ 1,157.96"
117011,90061043,642500,Other Expenses,"$ 1,213.61"
117011,90061043,643000,Other Expenses Exclu,$ (77.78)
117011,90061043,652000,Travel Domestic,"$ 35,542.25"
117011,90061043,652100,Travel Foreign,"$ 7,022.68"
117011,90061043,690007,Recharge,"$ 7,108.93"
117011,90061043,699999,Facilities & Admin C,"$ 16,869.82"
117011,90061044,610000,Salaries & Wages,$ 548.66
117011,90061044,620000,Fringe Benefits,$ 179.64
117011,90061044,630000,Supplies & Materials,$ 219.43
117011,90061044,637000,Repairs & Maintenanc,$ 2.43
117011,90061044,640102,Leased Facilities Ex,$ 967.85
117011,90061044,640300,Contractual Services,$ 13.73
117011,90061044,641400,Telecommunications,$ 38.48
117011,90061044,642500,Other Expenses,$ 260.46
117011,90061044,643000,Other Expenses Exclu,$ (0.03)
117011,90061044,652000,Travel Domestic,$ 114.07
117011,90061044,652100,Travel Foreign,"$ 8,171.73"
117011,90061044,690007,Recharge,"$ 1,044.42"
117011,90061044,699999,Facilities & Admin C,"$ 2,224.54"
117011,90061045,630000,Supplies & Materials,$ 660.78
117011,90061045,637000,Repairs & Maintenanc,$ 341.91
117011,90061045,640102,Leased Facilities Ex,$ 529.08
117011,90061045,640300,Contractual Services,$ 354.19
117011,90061045,652100,Travel Foreign,$ 278.25
117011,90061045,690007,Recharge,$ 215.52
117011,90061045,699999,Facilities & Admin C,$ 388.64
117011,90061046,637000,Repairs & Maintenanc,$ 38.45
117011,90061046,652100,Travel Foreign,$ 609.25
117011,90061046,690007,Recharge,$ 64.77
117011,90061046,699999,Facilities & Admin C,$ 149.62
117011,90061047,610000,Salaries & Wages,"$ 18,375.97"
117011,90061047,620000,Fringe Benefits,"$ 6,068.19"
117011,90061047,630000,Supplies & Materials,"$ 2,169.59"
117011,90061047,637000,Repairs & Maintenanc,$ 249.28
117011,90061047,640102,Leased Facilities Ex,"$ 1,499.09"
117011,90061047,640300,Contractual Services,"$ 2,785.99"
117011,90061047,641400,Telecommunications,"$ 1,023.66"
117011,90061047,642500,Other Expenses,"$ 1,283.01"
117011,90061047,643000,Other Expenses Exclu,$ (76.57)
117011,90061047,652000,Travel Domestic,"$ 23,721.02"
117011,90061047,652100,Travel Foreign,"$ 4,676.67"
117011,90061047,690007,Recharge,"$ 5,650.67"
117011,90061047,699999,Facilities & Admin C,"$ 13,860.87"
117011,90061048,610000,Salaries & Wages,"$ 2,407.53"
117011,90061048,620000,Fringe Benefits,$ 755.82
117011,90061048,630000,Supplies & Materials,$ 326.32
117011,90061048,637000,Repairs & Maintenanc,$ 6.52
117011,90061048,640102,Leased Facilities Ex,$ 610.76
117011,90061048,640300,Contractual Services,$ 113.65
117011,90061048,641400,Telecommunications,$ 438.13
117011,90061048,642500,Other Expenses,$ 175.81
117011,90061048,643000,Other Expenses Exclu,$ (6.19)
117011,90061048,652100,Travel Foreign,$ 621.85
117011,90061048,690007,Recharge,$ 487.98
117011,90061048,699999,Facilities & Admin C,"$ 1,120.06"
117011,90061049,642500,Other Expenses,$ 31.96
117011,90061049,652100,Travel Foreign,$ 153.06
117011,90061049,690007,Recharge,$ 17.95
117011,90061049,699999,Facilities & Admin C,$ 42.62
117011,90061050,652100,Travel Foreign,$ 92.76
117011,90061050,690007,Recharge,$ (60.78)
117011,90061050,699999,Facilities & Admin C,$ 6.72
117011,90061051,610000,Salaries & Wages,$ 110.45
117011,90061051,620000,Fringe Benefits,$ 36.19
117011,90061051,652100,Travel Foreign,$ 5.05
117011,90061051,690007,Recharge,$ 15.17
117011,90061051,699999,Facilities & Admin C,$ 35.04
117011,90061052,610000,Salaries & Wages,"$ 12,184.34"
117011,90061052,620000,Fringe Benefits,"$ 3,295.69"
117011,90061052,630000,Supplies & Materials,$ 185.52
117011,90061052,637000,Repairs & Maintenanc,$ 241.50
117011,90061052,640102,Leased Facilities Ex,$ 882.63
117011,90061052,640300,Contractual Services,"$ 2,333.10"
117011,90061052,641400,Telecommunications,$ 451.61
117011,90061052,642500,Other Expenses,$ 863.36
117011,90061052,652000,Travel Domestic,$ 39.01
117011,90061052,652100,Travel Foreign,$ 873.53
117011,90061052,690007,Recharge,"$ 1,853.96"
117011,90061052,699999,Facilities & Admin C,"$ 4,687.53"
117011,90061053,610000,Salaries & Wages,"$ (11,993.65)"
117011,90061053,620000,Fringe Benefits,"$ (4,850.59)"
117011,90061053,630000,Supplies & Materials,$ 53.41
117011,90061053,637000,Repairs & Maintenanc,$ 89.39
117011,90061053,640102,Leased Facilities Ex,$ 156.70
117011,90061053,640300,Contractual Services,$ 641.56
117011,90061053,641400,Telecommunications,$ 131.91
117011,90061053,642500,Other Expenses,$ 201.22
117011,90061053,652000,Travel Domestic,$ 31.04
117011,90061053,652100,Travel Foreign,$ 243.47
117011,90061053,690007,Recharge,"$ (1,914.28)"
117011,90061053,699999,Facilities & Admin C,"$ (3,646.97)"
117011,90061707,610000,Salaries & Wages,"$ 12,638.72"
117011,90061707,612000,Administrative Salar,$ 230.77
117011,90061707,620000,Fringe Benefits,"$ 5,362.13"
117011,90061707,630000,Supplies & Materials,"$ 2,978.92"
117011,90061707,637000,Repairs & Maintenanc,$ 0.09
117011,90061707,640102,Leased Facilities Ex,$ 75.11
117011,90061707,640300,Contractual Services,"$ 3,152.40"
117011,90061707,641400,Telecommunications,$ 26.12
117011,90061707,642500,Other Expenses,"$ 2,071.95"
117011,90061707,643000,Other Expenses Exclu,$ (52.03)
117011,90061707,652000,Travel Domestic,"$ 15,797.13"
117011,90061707,652100,Travel Foreign,"$ 12,746.07"
117011,90061707,690007,Recharge,"$ 5,090.10"
117011,90061707,699999,Facilities & Admin C,"$ 12,619.84"
117011,90061708,690007,Recharge,$ 0.35
117011,90061708,699999,Facilities & Admin C,$ 0.07
117011,90061709,610000,Salaries & Wages,"$ 4,265.52"
117011,90061709,612000,Administrative Salar,"$ 5,033.67"
117011,90061709,620000,Fringe Benefits,"$ 2,928.37"
117011,90061709,630000,Supplies & Materials,$ 342.14
117011,90061709,652000,Travel Domestic,$ 295.18
117011,90061709,652100,Travel Foreign,"$ 1,623.22"
117011,90061709,690007,Recharge,"$ 1,326.54"
117011,90061709,699999,Facilities & Admin C,"$ 3,321.08"
117011,90061710,610000,Salaries & Wages,"$ 3,779.36"
117011,90061710,620000,Fringe Benefits,$ 743.27
117011,90061710,630000,Supplies & Materials,$ 88.44
117011,90061710,637000,Repairs & Maintenanc,$ 9.78
117011,90061710,640102,Leased Facilities Ex,$ 473.30
117011,90061710,640300,Contractual Services,"$ 2,277.89"
117011,90061710,641400,Telecommunications,$ 132.61
117011,90061710,642500,Other Expenses,$ 8.90
117011,90061710,643000,Other Expenses Exclu,$ 113.38
117011,90061710,652100,Travel Foreign,$ 111.06
117011,90061710,690007,Recharge,$ 678.01
